"clbid","credits","crsid","departments","enrolled","firsties","gereqs","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"8466","1.0","2439","[""SOAN""]","0","""0/0""","","","[""Staff""]","""0/0""","200","","0","""Trad Chg Contemp Asia""","281","false","","1","""0/0""","""0/0""","""O""","20041","","""Research""","2004"
"8467","1.0","1314","[""SOAN""]","18","""0/999""","","","[""Thomas A. Williamson""]","""0/999""","200","[""RML 520""]","18","""Anthropologic Theory""","292","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8468","1.0","1315","[""SOAN""]","1","""0/999""","","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8469","1.0","1316","[""SOAN""]","1","""0/999""","","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""IS/Religion/Activism""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8470","1.0","1316","[""SOAN""]","1","""0/999""","","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""IS/Culture-Economics""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8471","1.0","1316","[""SOAN""]","1","""0/999""","","","[""Grant P. Arndt""]","""0/999""","200","","999","""IS/Cont Nat Amer Spir""","298","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8472","1.0","1317","[""SOAN""]","19","""0/999""","","","[""Raymond DeVries""]","""0/999""","300","[""HH 515"", ""HH 515""]","18","""Found Soc Sci Resrch""","371","false","","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8473","1.0","1319","[""SOAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8474","1.0","1324","[""SPAN""]","15","""8/999""","","","[""Barbara Olson""]","""0/999""","100","[""OM 020""]","22","""Beginning Spanish I""","111","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8475","1.0","1325","[""SPAN""]","22","""19/999""","","","[""Barbara Olson""]","""0/999""","100","[""OM 020""]","22","""Beginning Spanish II""","112","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8476","1.0","1325","[""SPAN""]","17","""15/999""","","","[""Barbara Olson""]","""0/999""","100","[""OM 020""]","22","""Beginning Spanish II""","112","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8477","1.0","1325","[""SPAN""]","19","""15/999""","","","[""Joseph McClanahan""]","""0/999""","100","[""OM 020""]","22","""Beginning Spanish II""","112","false","""C""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8478","1.0","1326","[""SPAN""]","23","""22/999""","","","[""Leon Narvaez""]","""0/999""","200","[""OM 021""]","22","""Intermed Spanish I""","231","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8479","1.0","1326","[""SPAN""]","22","""26/999""","","","[""Leon Narvaez""]","""0/999""","200","[""OM 021""]","22","""Intermed Spanish I""","231","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8480","1.0","1326","[""SPAN""]","25","""14/999""","","","[""Joseph McClanahan""]","""0/999""","200","[""OM 021""]","22","""Intermed Spanish I""","231","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8481","1.0","1326","[""SPAN""]","25","""6/999""","","","[""Joseph McClanahan""]","""0/999""","200","[""OM 021""]","22","""Intermed Spanish I""","231","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8482","1.0","1326","[""SPAN""]","22","""22/999""","","","[""Juliet A. Lynd""]","""0/999""","200","[""OM 021""]","22","""Intermed Spanish I""","231","false","""E""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8483","1.0","1326","[""SPAN""]","21","""25/999""","","","[""Joan Odd""]","""0/999""","200","[""OM 004""]","22","""Intermed Spanish I""","231","false","""F""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8484","1.0","1326","[""SPAN""]","24","""20/999""","","","[""Juliet A. Lynd""]","""0/999""","200","[""OM 021""]","22","""Intermed Spanish I""","231","false","""G""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8485","1.0","1326","[""SPAN""]","22","""25/999""","","","[""Joan Odd""]","""0/999""","200","[""OM 004""]","22","""Intermed Spanish I""","231","false","""H""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8486","1.0","1327","[""SPAN""]","23","""15/999""","","","[""Ariel Strichartz""]","""0/999""","200","[""OM 020"", ""OM 020""]","22","""Intermed Spanish II""","232","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8487","1.0","1327","[""SPAN""]","23","""3/999""","","","[""Kris A. Cropsey""]","""0/999""","200","[""OM 020"", ""OM 020""]","22","""Intermed Spanish II""","232","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8488","1.0","1327","[""SPAN""]","23","""4/999""","","","[""Kris A. Cropsey""]","""0/999""","200","[""OM 020"", ""OM 020""]","22","""Intermed Spanish II""","232","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8489","1.0","1327","[""SPAN""]","19","""7/999""","","","[""Joan Odd""]","""0/999""","200","[""OM 021"", ""OM 021""]","22","""Intermed Spanish II""","232","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8490","1.0","1327","[""SPAN""]","20","""14/999""","","","[""Ariel Strichartz""]","""0/999""","200","[""OM 021"", ""OM 021""]","22","""Intermed Spanish II""","232","false","""E""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8491","1.0","1331","[""SPAN""]","22","""9/999""","","","[""Gwendolyn Barnes-Karol""]","""0/999""","200","[""OM 021"", ""OM 021""]","24","""Cult & Civ of Spain""","251","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8492","1.0","1331","[""SPAN""]","23","""5/999""","","","[""Gwendolyn Barnes-Karol""]","""0/999""","200","[""OM 020"", ""OM 020""]","24","""Cult & Civ of Spain""","251","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8493","1.0","1332","[""SPAN""]","14","""0/999""","","","[""Juliet A. Lynd""]","""0/999""","200","[""OM 030"", ""OM 030""]","25","""Cult & Civ of Lat Am""","254","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8494","1.0","1333","[""SPAN""]","22","""0/999""","","","[""Kris A. Cropsey""]","""0/999""","200","[""OM 035""]","18","""Hispanic Linguistics""","261","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8495","1.0","1341","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8496","1.0","1342","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8497","1.0","1349","[""SPAN""]","12","""0/999""","","","[""Leon Narvaez""]","""0/999""","300","[""OM 021"", ""OM 021""]","18","""Spanish Theater""","374","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8498","1.0","1353","[""SPAN""]","22","""0/999""","","","[""Ariel Strichartz""]","""0/999""","300","[""OM 020""]","18","""Lat Am Lit 1940-Pres""","388","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8499","1.0","1354","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8500","1.0","1355","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8501","1.0","1359","[""SWRK""]","23","""0/0""","","","[""Mary Carlsen""]","""0/19""","200","[""DC 204""]","45","""Soc Work/Soc Services""","221","false","","1","""0/10""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8502","1.0","1360","[""SWRK""]","9","""0/0""","","","[""Mary Carlsen""]","""0/19""","200","[""OM 003""]","25","""Hum Behav in Soc Env""","246","false","","1","""0/0""","""0/0""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8503","1.0","1361","[""SWRK""]","8","""0/0""","","","[""Melissa Roberts""]","""0/25""","200","[""HH 302"", ""HH 302""]","25","""Social Work Methods I""","254","false","","1","""0/0""","""0/0""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8504","1.0","1366","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8505","1.0","1367","[""SWRK""]","0","""0/999""","","","[""Mary Carlsen""]","""0/999""","200","","999","""IS/Dom Violence Mex""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8506","1.0","1368","[""SWRK""]","12","""0/0""","","","[""Patricia Richardson""]","""0/0""","300","[""BC 220"", ""BC 220"", ""BC 220""]","12","""Soc Work Methods III""","373","false","","1","""0/12""","""0/0""","""C""","20041","[""MWF 1150-0255PM"", ""Th 0935-1100"", ""Th 1245-0205PM""]","""Research""","2004"
"8507","2.5","1369","[""SWRK""]","13","""0/0""","","","[""Naurine Lennox""]","""0/0""","300","[""HH 514"", ""HH 514""]","13","""Field Practicum""","380","false","","1","""0/13""","""0/0""","""C""","20041","[""M-F 0800-0925"", ""M 0700-1000PM""]","""Research""","2004"
"8508","1.0","1372","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8509","1.0","1373","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8510","1.0","1375","[""THEAT""]","45","""13/999""","","","[""Brian Bjorklund""]","""0/999""","100","[""TB Kelsey""]","50","""Intro to Theater""","110","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8511","1.0","1376","[""THEAT""]","24","""1/999""","","","[""Peter Moore""]","""0/999""","100","[""TB Haugen""]","18","""Acting for Non-Majors""","115","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8512","1.0","1378","[""THEAT""]","20","""10/6""","","","[""Dona W. Freeman""]","""0/0""","100","[""TB Haugen"", ""TB Haugen""]","18","""Intro to Acting""","130","false","","1","""0/3""","""0/0""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8513","1.0","1381","[""THEAT""]","13","""2/999""","","","[""Steven E. Reiser""]","""0/999""","100","[""TB Green Rm""]","16","""Scenery Costumes""","150","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8514","1.0","1383","[""THEAT""]","13","""0/999""","","","[""William Sonnega""]","""0/999""","200","[""TB 216""]","18","""Plays & Playwrights""","210","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8515","1.0","1384","[""THEAT""]","17","""0/999""","","","[""Dona W. Freeman""]","""0/999""","200","[""TB Haugen"", ""TB Haugen""]","16","""Intermediate Acting""","230","false","","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8516","1.0","1385","[""THEAT""]","20","""0/999""","","","[""Gary C. Gisselman""]","""0/999""","200","[""TB 227/HAUGE""]","16","""Intro to Directing""","232","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8517","0.25","1386","[""THEAT""]","13","""0/999""","","","[""William Sonnega""]","""0/999""","200","","18","""Thtr Prac: Act/Direct""","233","true","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8518","0.25","1386","[""THEAT""]","8","""0/999""","","","[""Karen Wilson""]","""0/999""","200","","18","""Thtr Prac: Act/Produc""","233","true","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8519","1.0","1388","[""THEAT""]","14","""0/999""","","","[""Brian Bjorklund""]","""0/999""","200","[""TB Haugen""]","13","""Lighting & Sound""","250","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8520","0.25","1390","[""THEAT""]","9","""0/999""","","","[""Karen Wilson""]","""0/999""","200","","18","""Th Prac: Scenery/Light""","253","true","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8521","0.25","1390","[""THEAT""]","3","""0/999""","","","[""Brian Bjorklund""]","""0/999""","200","[""DC 116""]","10","""Th Prac: Computer Dsn""","253","true","""B""","1","""0/999""","""0/999""","""O""","20041","[""T 0305-0400PM""]","""Research""","2004"
"8522","1.0","1391","[""THEAT""]","31","""0/999""","","","[""Karen Wilson""]","""0/999""","200","[""TB 216""]","25","""Hist Theatre-To 1700""","270","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8523","1.0","1394","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8524","1.0","1394","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8525","1.0","1395","[""THEAT""]","1","""0/999""","","","[""Brian Bjorklund""]","""0/999""","200","","999","""IS/Scene/Light Sem""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8526","1.0","1395","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8527","1.0","1395","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8528","1.0","1395","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""C""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8529","1.0","1395","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""D""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8530","1.0","1395","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""E""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8531","1.0","1395","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""F""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8532","1.0","1400","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8533","1.0","1401","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8534","1.0","1401","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8535","1.0","1401","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8536","1.0","1401","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""C""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8537","1.0","1401","[""THEAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""D""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8538","1.0","1402","[""STAT""]","25","""0/999""","","","[""Martha Wallace""]","""0/999""","100","[""SC 182""]","25","""Prin of Statistics""","110","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8539","1.0","1402","[""STAT""]","29","""0/999""","","","[""Martha Wallace""]","""0/999""","100","[""SC 182""]","25","""Prin of Statistics""","110","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8540","1.0","1403","[""STAT""]","30","""0/999""","","","[""Julie M. Legler""]","""0/999""","200","[""SC 182""]","30","""Statistics for Science""","212","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8541","1.0","1404","[""STAT""]","15","""1/999""","","","[""Terry J. Fitzgerald""]","""0/999""","200","[""RML 477"", ""RML 477""]","25","""Stat Problem Solving""","263","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8542","1.0","1404","[""STAT""]","20","""0/999""","","","[""Terry J. Fitzgerald""]","""0/999""","200","[""RML 477"", ""RML 477""]","25","""Stat Problem Solving""","263","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8543","1.0","1405","[""STAT""]","30","""0/999""","","","[""Paul J. Roback""]","""0/999""","200","[""SC 182""]","25","""Statistical Modeling""","272","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8544","1.0","1405","[""STAT""]","25","""0/999""","","","[""Paul J. Roback""]","""0/999""","200","[""SC 182""]","25","""Statistical Modeling""","272","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8545","1.0","1409","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8546","1.0","1410","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8547","1.0","1413","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8548","1.0","1414","[""STAT""]","1","""0/999""","","","[""Paul J. Roback""]","""0/999""","300","","999","""IR/Time Series W/S+""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8688","1.0","1476","[""WMNST""]","22","""0/999""","","","[""Diane C. LeBlanc""]","""0/999""","100","[""RML 421""]","21","""Intro Womens Studies""","121","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8689","1.0","1476","[""WMNST""]","17","""0/999""","","","[""Dolores Peters""]","""0/999""","100","[""HH 515"", ""HH 515""]","21","""Intro Womens Studies""","121","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8690","1.0","1477","[""WMNST""]","1","""0/999""","","","[""Mary Susan Lovett""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8691","1.0","1477","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8692","1.0","1478","[""WMNST""]","1","""0/999""","","","[""David Booth""]","""0/999""","200","","999","""IS/Fem-Hist/Theory""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8693","1.0","1479","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8694","1.0","1480","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
