"clbid","credits","crsid","departments","enrolled","firsties","gereqs","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"8371","1.0","1181","[""PSYCH""]","19","""0/999""","","","[""Mary Ellen Ross""]","""0/999""","300","[""HH 302""]","18","""Psych of Counseling""","375","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8372","1.0","1186","[""PSYCH""]","8","""0/999""","","","[""Bonnie Sherman""]","""0/999""","300","[""HH 204""]","18","""Sem: Imagery""","390","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM""]","""Seminar""","2004"
"8373","1.0","1186","[""PSYCH""]","4","""0/999""","","","[""James Dickson Jr.""]","""0/999""","300","[""HH 204""]","4","""Sem: Preceptors""","390","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""F 0200-0255PM""]","""Seminar""","2004"
"8374","1.0","1186","[""PSYCH""]","22","""0/999""","","","[""McMillan Donna K.""]","""0/999""","300","[""DC 204"", ""DC 204""]","18","""Sem: Positive Psych""","390","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Seminar""","2004"
"8375","1.0","1186","[""PSYCH""]","22","""0/999""","","","[""Shelly D. Dickinson""]","""0/999""","300","[""SC 188"", ""SC 188""]","18","""Sem: Neurosc/Addiction""","390","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Seminar""","2004"
"8376","1.0","1188","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8377","1.0","1190","[""PSYCH""]","1","""0/999""","","","[""McMillan Donna K.""]","""0/999""","300","","999","""IR/Psyc Materialism""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8378","1.0","1190","[""PSYCH""]","1","""0/999""","","","[""McMillan Donna K.""]","""0/999""","300","","999","""IR/Sdt & Materialism""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8379","1.0","1190","[""PSYCH""]","1","""0/999""","","","[""Charles Huff""]","""0/999""","300","","999","""IR/Morality""","398","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8380","1.0","1190","[""PSYCH""]","1","""0/999""","","","[""Shelly D. Dickinson""]","""0/999""","300","","999","""IR/Drug Conditioning""","398","false","""C""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8381","1.0","1190","[""PSYCH""]","1","""0/999""","","","[""Charles Huff""]","""0/999""","300","","999","""IR/Moral Exemp Comp""","398","false","""D""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8382","1.0","1190","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""E""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8383","9.0","1190","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""F""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8384","1.0","1190","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""G""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8385","1.0","1190","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""H""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8386","1.0","1190","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""I""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8387","1.0","1190","[""PSYCH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""J""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8388","1.0","1191","[""REL""]","21","""2/999""","","","[""William Poehlmann""]","""0/999""","100","[""BMC 102"", ""BMC 102""]","20","""Bible/Culture/Commun""","121","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8389","1.0","1191","[""REL""]","22","""0/999""","","","[""William Poehlmann""]","""0/999""","100","[""BMC 102"", ""BMC 102""]","20","""Bible/Culture/Commun""","121","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8390","1.0","1191","[""REL""]","22","""1/999""","","","[""David Booth""]","""0/999""","100","[""BMC 110""]","20","""Bible/Culture/Commun""","121","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8391","1.0","1191","[""REL""]","21","""0/999""","","","[""James Hanson""]","""0/999""","100","[""BMC 110"", ""BMC 110""]","20","""Bible/Culture/Commun""","121","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8392","1.0","1191","[""REL""]","22","""1/999""","","","[""Gary Stansell""]","""0/999""","100","[""BMC 102""]","20","""Bible/Culture/Commun""","121","false","""E""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"8393","1.0","1191","[""REL""]","23","""2/999""","","","[""Elaine G. Siemsen""]","""0/999""","100","[""SC 130""]","20","""Bible/Culture/Commun""","121","false","""F""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8394","1.0","1191","[""REL""]","22","""2/999""","","","[""Elizabeth C. Galbraith""]","""0/999""","100","[""BMC 111"", ""BMC 111""]","20","""Bible/Culture/Commun""","121","false","""G""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"8395","1.0","1191","[""REL""]","20","""0/999""","","","[""Margaret Odell""]","""0/999""","100","[""BMC 110"", ""BMC 110""]","20","""Bible/Culture/Commun""","121","false","""H""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8396","1.0","1191","[""REL""]","21","""-2/999""","","","[""Elaine G. Siemsen""]","""0/999""","100","[""BMC 101""]","20","""Bible/Culture/Commun""","121","false","""I""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8397","1.0","1191","[""REL""]","18","""-1/999""","","","[""Douglas Schuurman""]","""0/999""","100","[""BMC 101"", ""BMC 101""]","20","""Bible/Culture/Commun""","121","false","""J""","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8398","1.0","1191","[""REL""]","23","""1/999""","","","[""Jamie A. Schillinger""]","""0/999""","100","[""BMC 111"", ""BMC 111""]","20","""Bible/Culture/Commun""","121","false","""K""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8399","1.0","1191","[""REL""]","21","""0/999""","","","[""Margaret Odell""]","""0/999""","100","[""BMC 110"", ""BMC 110""]","20","""Bible/Culture/Commun""","121","false","""L""","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8400","1.0","1191","[""REL""]","18","""-4/999""","","","[""Gary Stansell""]","""0/999""","100","[""BMC 102""]","20","""Bible/Culture/Commun""","121","false","""M""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8401","1.0","1191","[""REL""]","19","""-2/999""","","","[""Philip E. Stoltzfus""]","""0/999""","100","[""BMC 102""]","20","""Bible/Culture/Commun""","121","false","""N""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8402","1.0","1191","[""REL""]","20","""0/999""","","","[""Jamie A. Schillinger""]","""0/999""","100","[""BMC 111"", ""BMC 111""]","20","""Bible/Culture/Commun""","121","false","""O""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8403","1.0","1191","[""REL""]","21","""0/999""","","","[""Philip E. Stoltzfus""]","""0/999""","100","[""BMC 102""]","20","""Bible/Culture/Commun""","121","false","""P""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8404","1.0","1194","[""REL""]","27","""0/999""","","","[""Elaine G. Siemsen""]","""0/999""","200","[""BMC 102"", ""BMC 102""]","25","""The Greats""","203","false","","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"8405","1.0","1195","[""REL""]","71","""0/999""","","","[""Edmund Santurri""]","""0/999""","200","[""RML 515""]","90","""Chr Theol/Moral Life""","207","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8406","1.0","1197","[""REL""]","49","""0/999""","","","[""David Booth""]","""0/999""","200","[""BMC 110""]","25","""Intro Feminist Theol""","209","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8407","1.0","1199","[""REL""]","31","""0/999""","","","[""Eric Lund""]","""0/999""","200","[""SC 130""]","25","""Lutheran Heritage""","213","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8408","0.25","1199","[""REL""]","8","""0/999""","","","[""Eric Lund""]","""0/999""","200","","10","""FLC-German""","213","true","""L""","1","""0/999""","""0/999""","""C""","20041","","""Research""","2004"
"8409","1.0","1201","[""REL""]","26","""0/999""","","","[""Susan Lindley""]","""0/999""","200","[""BMC 110""]","25","""Types Protestantism""","215","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8410","1.0","1201","[""REL""]","27","""0/999""","","","[""Susan Lindley""]","""0/999""","200","[""BMC 110""]","25","""Types Protestantism""","215","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8411","1.0","1206","[""REL""]","25","""0/999""","","","[""Margaret Odell""]","""0/999""","200","[""BMC 111""]","25","""The Biblical God""","222","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8412","1.0","1212","[""REL""]","28","""0/999""","","","[""William Poehlmann""]","""0/999""","200","[""BMC 111""]","25","""Worship and Theology""","228","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8413","1.0","1213","[""REL""]","25","""0/999""","","","[""Gary Stansell""]","""0/999""","200","[""BMC 102""]","25","""Theology of Creation""","230","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8414","1.0","1214","[""REL""]","31","""0/999""","","","[""John Barbour""]","""0/999""","200","[""BMC 111""]","25","""God and Faith/Autobio""","233","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"8415","1.0","1214","[""REL""]","23","""0/999""","","","[""John Barbour""]","""0/999""","200","[""BMC 111""]","25","""God and Faith/Autobio""","233","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"8416","1.0","1224","[""REL""]","21","""0/999""","","","[""Susan Lindley""]","""0/999""","200","[""BMC 111""]","25","""Religion in America""","260","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"8417","1.0","1234","[""REL""]","20","""0/999""","","","[""Barbara Reed""]","""0/999""","200","[""BMC 101""]","20","""Buddhism,Peace,Justic""","289","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"8418","1.0","1234","[""REL""]","20","""0/999""","","","[""Barbara Reed""]","""0/999""","200","[""BMC 101""]","18","""Buddhism,Peace,Justic""","289","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"8419","1.0","1236","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8420","1.0","1238","[""REL""]","22","""0/999""","","","[""Douglas Schuurman""]","""0/999""","200","[""BMC 101"", ""BMC 101""]","18","""Love,Justice,Soc Rel""","296","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0105PM""]","""Research""","2004"
"8421","1.0","1238","[""REL""]","19","""0/999""","","","[""Douglas Schuurman""]","""0/999""","200","[""BMC 101"", ""BMC 101""]","18","""Love,Justice,Soc Rel""","296","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"8422","1.0","1239","[""REL""]","1","""0/999""","","","[""Eric Lund""]","""0/999""","200","","999","""IS/Jerusalem Conflict""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8423","1.0","1239","[""REL""]","1","""0/999""","","","[""Eric Lund""]","""0/999""","200","","999","""IS/Quran Vs the Bible""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8424","1.0","1239","[""REL""]","1","""0/999""","","","[""Jamie A. Schillinger""]","""0/999""","200","","999","""IS/Islam & Modernity""","298","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8425","1.0","1239","[""REL""]","1","""0/999""","","","[""Charles Wilson""]","""0/999""","200","","999","""IS/Hist Catholic Theo""","298","false","""C""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8426","1.0","1239","[""REL""]","1","""0/999""","","","[""Jamie A. Schillinger""]","""0/999""","200","","999","""IS/Islamic Thought""","298","false","""D""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8427","1.0","1240","[""REL""]","20","""0/999""","","","[""Elizabeth C. Galbraith""]","""0/999""","300","[""BMC 102"", ""BMC 102""]","18","""Roman Catholic Theol""","301","false","","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"8428","1.0","1250","[""REL""]","13","""0/999""","","","[""James Hanson""]","""0/999""","300","[""BMC 109"", ""BMC 109""]","15","""Sem: Bible""","391","false","","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Seminar""","2004"
"8429","1.0","1253","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8430","1.0","1257","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8431","1.0","1257","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"8432","1.0","1257","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
