"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"9811","1.0","1110","[""PSCI""]","26","""15/999""","","[""Katherine S. Tegtmeyer Pak""]","""1/4""","100","[""HH 403""]","30","""Int'l Relations""","121","false","""B""","3","""0/0""","""7/15""","""C""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9812","1.0","1113","[""PSCI""]","21","""0/999""","","[""Sheryl D. Breen""]","""-1/999""","200","[""HH 302""]","20","""Analyzing Politics""","220","false","","3","""2/999""","""1/999""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9813","1.0","1124","[""PSCI""]","12","""0/999""","","[""Katherine S. Tegtmeyer Pak""]","""4/999""","200","[""OM 002""]","25","""Japanese Pol & Society""","254","false","","3","""2/999""","""5/999""","""O""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9814","1.0","1128","[""PSCI""]","24","""0/999""","","[""Stephen B. Dyson""]","""10/999""","200","[""OM 030""]","25","""World Politics""","258","false","""A""","3","""8/999""","""7/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9815","1.0","1128","[""PSCI""]","16","""0/999""","","[""Stephen B. Dyson""]","""4/999""","200","[""OM 030""]","25","""World Politics""","258","false","""B""","3","""2/999""","""19/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9816","1.0","1130","[""PSCI""]","27","""0/999""","","[""William A. Gorton""]","""4/999""","200","[""SC 130"", ""SC 130""]","25","""Hist Mod Pol Thought""","260","false","","3","""9/999""","""12/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9817","1.0","1133","[""PSCI""]","20","""0/999""","","[""Jo M. Beld""]","""8/999""","200","[""OM 004"", ""OM 004""]","25","""Family Values""","270","false","","3","""17/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9818","1.0","1139","[""PSCI""]","2","""0/999""","","[""Sheryl D. Breen""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9819","1.0","1139","[""PSCI""]","2","""0/999""","","[""Donald I. Ostrom""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9820","1.0","1141","[""PSCI""]","1","""0/999""","","[""Kristina Thalhammer""]","""0/999""","200","","999","""IS/Devlpmnt Theories""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9821","1.0","1142","[""PSCI""]","13","""0/999""","","[""Staff""]","""7/999""","200","[""HH 301""]","25","""Top: Urban Politics""","299","false","""A""","3","""5/999""","""9/999""","""O""","20043","[""M 0700-1000PM""]","","""Topic""","2004"
"9822","1.0","1142","[""PSCI""]","17","""0/999""","","[""Donald I. Ostrom""]","""8/999""","200","[""HH 514"", ""HH 514""]","25","""Top: Amer Presidency""","299","false","""B""","3","""0/999""","""4/999""","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Topic""","2004"
"9823","1.0","1143","[""PSCI""]","18","""0/999""","","[""Roudy W. Hildreth""]","""2/999""","300","[""HH 302""]","15","""Sem: American Politics""","311","false","","3","""13/999""","""0/999""","""C""","20043","[""M 0700-1000PM""]","","""Seminar""","2004"
"9824","1.0","1144","[""PSCI""]","16","""0/999""","","[""Stephen B. Dyson""]","""0/999""","300","[""HH 403"", ""HH 403""]","15","""Sem: Intl Relations""","321","false","","3","""15/999""","""0/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Seminar""","2004"
"9825","1.0","1145","[""PSCI""]","17","""0/999""","","[""Kristina Thalhammer""]","""6/999""","300","[""HH 317"", ""HH 317""]","15","""Sem: Latin Am Politics""","367","false","","3","""9/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Seminar""","2004"
"9826","1.0","1151","[""PSCI""]","1","""0/999""","","[""Donald I. Ostrom""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9827","1.0","1152","[""PSCI""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9828","1.0","1154","[""PSYCH""]","127","""77/999""","","[""Gary M. Muir""]","""6/999""","100","[""HH 501""]","125","""Principles: Psych""","125","false","""A""","3","""5/999""","""25/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9829","1.0","1154","[""PSYCH""]","122","""72/999""","","[""McMillan Donna K.""]","""12/999""","100","[""HH 501"", ""HH 501""]","125","""Principles: Psych""","125","false","""B""","3","""8/999""","""31/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9830","0.25","1155","[""PSYCH""]","25","""0/999""","","[""James Dickson Jr.""]","""5/999""","100","[""SC 280""]","30","""Invest Explor Lab""","126","false","""A""","3","""4/999""","""16/999""","""C""","20043","[""T 0130-0430PM""]","","""Lab""","2004"
"9831","0.25","1155","[""PSYCH""]","19","""11/999""","","[""James Dickson Jr.""]","""1/999""","100","[""SC 280""]","30","""Invest Explor Lab""","126","false","""B""","3","""1/999""","""4/999""","""O""","20043","[""W 1150-0250PM""]","","""Lab""","2004"
"9832","1.0","1158","[""PSYCH""]","20","""3/999""","","[""James Dickson Jr.""]","""3/999""","200","[""HH 302""]","20","""Research Methods""","231","false","""A""","3","""1/999""","""6/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9833","1.0","1158","[""PSYCH""]","19","""0/999""","","[""Dana Gross""]","""6/999""","200","[""HH 302""]","20","""Research Methods""","231","false","""B""","3","""-1/999""","""1/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9834","1.0","1158","[""PSYCH""]","18","""1/999""","","[""Dana Gross""]","""2/999""","200","[""HH 302""]","20","""Research Methods""","231","false","""C""","3","""1/999""","""7/999""","""O""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9835","1.0","1159","[""PSYCH""]","11","""2/999""","","[""Bonnie Sherman""]","""3/999""","200","[""HH 204"", ""HH 204""]","15","""Sensation/Perception""","235","false","""A""","3","""2/999""","""3/999""","""C""","20043","[""MWF 0905-1000"", ""Th 0800-1100""]","","""Research""","2004"
"9836","1.0","1159","[""PSYCH""]","9","""1/999""","","[""Bonnie Sherman""]","""2/999""","200","[""HH 204"", ""HH 204""]","15","""Sensation/Perception""","235","false","""B""","3","""3/999""","""2/999""","""C""","20043","[""MWF 0905-1000"", ""Th 1245-0345PM""]","","""Research""","2004"
"9837","1.0","1163","[""PSYCH""]","13","""1/999""","","[""Yasmine L. Konheim""]","""2/999""","200","[""HH 301"", ""HH 301"", ""HH 319""]","14","""Cognit,Learn & Memory""","237","false","""B""","3","""2/999""","""1/999""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920"", ""Th 1245-0345PM""]","","""Research""","2004"
"9838","1.0","1165","[""PSYCH""]","37","""0/999""","","[""Alan F. Ernst""]","""10/999""","200","[""HH 307""]","35","""Biopsychology""","238","false","","3","""3/999""","""9/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9839","1.0","1168","[""PSYCH""]","29","""0/999""","","[""Jean E. Burr""]","""8/999""","200","[""HH 307"", ""HH 307""]","30","""Developmental Psych""","241","false","""A""","3","""6/999""","""1/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9840","1.0","1168","[""PSYCH""]","31","""3/999""","","[""Jean E. Burr""]","""1/999""","200","[""HH 307"", ""HH 307""]","30","""Developmental Psych""","241","false","""B""","3","""3/999""","""20/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9841","1.0","1172","[""PSYCH""]","25","""1/999""","","[""William Scott Gregory"", ""Harold Brull""]","""8/999""","200","[""HH 403""]","30","""Indust/Organizations""","250","false","","3","""4/999""","""3/999""","""O""","20043","[""Th 0700-1000PM""]","","""Research""","2004"
"9842","1.0","1176","[""PSYCH""]","31","""0/999""","","[""McMillan Donna K.""]","""1/999""","200","[""OM 035"", ""OM 035""]","30","""Abnormal Psych""","264","false","","3","""9/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9843","1.0","1178","[""PSYCH""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9844","1.0","1179","[""PSYCH""]","1","""0/999""","","[""Dana Gross""]","""0/999""","200","","999","""IS/Delayed Language""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9845","1.0","1179","[""PSYCH""]","1","""0/999""","","[""Dana Gross""]","""0/999""","200","","999","""IS/Language Input""","298","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9846","1.0","1179","[""PSYCH""]","1","""0/999""","","[""Dana Gross""]","""0/999""","200","","999","""IS/Teenaged Mothers""","298","false","""B""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9847","1.0","1179","[""PSYCH""]","0","""0/999""","","[""Bonnie Sherman""]","""0/999""","200","","999","""IS/Fairview Ect Unit""","298","false","""C""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9848","1.0","1179","[""PSYCH""]","1","""0/999""","","[""McMillan Donna K.""]","""0/999""","200","","999","""IS/Psych of Meaning""","298","false","""D""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9849","1.0","1181","[""PSYCH""]","18","""0/999""","","[""Hussein J. Rajput"", ""Marit S. Lysne""]","""0/999""","300","[""HH 515""]","18","""Psych of Counseling""","375","false","","3","""0/999""","""0/999""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9850","1.0","1184","[""PSYCH""]","8","""0/999""","","[""Bonnie Sherman""]","""-2/999""","300","[""HH 204"", ""HH 204""]","18","""Human Neuropsychology""","385","false","","3","""3/999""","""1/999""","""O""","20043","[""MWF 1150-1245PM"", ""M 1255-0150PM""]","","""Research""","2004"
"9851","1.0","1186","[""PSYCH""]","11","""0/999""","","[""Gary M. Muir""]","""2/999""","300","[""OM 011""]","18","""Sem: Neurobio/Lrn/Mem""","390","false","""A""","3","""2/999""","""0/999""","""O""","20043","[""MWF 1255-0150PM""]","","""Seminar""","2004"
"9852","1.0","1186","[""PSYCH""]","4","""0/999""","","[""James Dickson Jr.""]","""0/999""","300","[""HH 204""]","4","""Sem: Preceptors""","390","false","""C""","3","""0/999""","""0/999""","""C""","20043","[""F 0200-0255PM""]","","""Seminar""","2004"
"9853","1.0","1186","[""PSYCH""]","10","""0/999""","","[""Deborah Anderson""]","""1/999""","300","[""TB 227"", ""TB 227""]","18","""Sem: Health Psych""","390","false","""D""","3","""0/999""","""0/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Seminar""","2004"
"9854","1.0","1186","[""PSYCH""]","14","""0/999""","","[""Dana Gross""]","""6/999""","300","[""HH 302"", ""HH 302""]","18","""Sem: Infancy""","390","false","""E""","3","""3/999""","""1/999""","""O""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Seminar""","2004"
"9855","1.0","1186","[""PSYCH""]","16","""0/999""","","[""Deborah Anderson""]","""5/999""","300","[""DC 204"", ""DC 204""]","18","""Sem: Psych of Women""","390","false","""F""","3","""0/999""","""1/999""","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Seminar""","2004"
"9856","1.0","1188","[""PSYCH""]","1","""0/999""","","[""Bonnie Sherman""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9857","1.0","1190","[""PSYCH""]","2","""0/999""","","[""Gary M. Muir""]","""0/999""","300","","999","""IR/Spatial Neurosci""","398","false","","3","""3/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9858","1.0","1190","[""PSYCH""]","1","""0/999""","","[""Charles Huff""]","""0/999""","300","","999","""IR/Eth Cond Adol Mice""","398","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9859","1.0","1190","[""PSYCH""]","1","""0/999""","","[""McMillan Donna K.""]","""0/999""","300","","999","""IR/Sdt & Materialism""","398","false","""B""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9860","1.0","1190","[""PSYCH""]","2","""0/999""","","[""Charles Huff""]","""0/999""","300","","999","""IR/Morality""","398","false","""C""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9861","1.0","1190","[""PSYCH""]","1","""0/999""","","[""McMillan Donna K.""]","""0/999""","300","","999","""IR/Psych of Meaning""","398","false","""D""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9862","1.0","1190","[""PSYCH""]","1","""0/999""","","[""McMillan Donna K.""]","""0/999""","300","","999","""IR/What Fulfills Us?""","398","false","""E""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9863","1.0","1190","[""PSYCH""]","1","""0/999""","","[""McMillan Donna K.""]","""0/999""","300","","999","""IR/Psych of Time""","398","false","""F""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9864","1.0","1190","[""PSYCH""]","1","""0/999""","","[""McMillan Donna K.""]","""0/999""","300","","999","""IR/Forgiveness Study""","398","false","""G""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9865","1.0","1190","[""PSYCH""]","1","""0/999""","","[""Charles Huff""]","""0/999""","300","","999","""IR/Drug Condition II""","398","false","""H""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9866","1.0","1190","[""PSYCH""]","0","""0/999""","","[""Deborah Anderson""]","""0/999""","300","","999","""IR/Psych of Hormones""","398","false","""I""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9867","1.0","1191","[""REL""]","21","""2/999""","","[""Margaret Odell""]","""0/999""","100","[""BMC 102"", ""BMC 102""]","25","""Bible/Culture/Commun""","121","false","""A""","3","""0/999""","""-1/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9868","1.0","1191","[""REL""]","25","""0/999""","","[""Gary Stansell""]","""-1/999""","100","[""BMC 101""]","25","""Bible/Culture/Commun""","121","false","""B""","3","""0/999""","""1/999""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9869","1.0","1191","[""REL""]","25","""0/999""","","[""Gary Stansell""]","""-1/999""","100","[""BMC 101""]","25","""Bible/Culture/Commun""","121","false","""C""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9870","1.0","1191","[""REL""]","25","""2/999""","","[""James Hanson""]","""0/999""","100","[""BMC 101""]","25","""Bible/Culture/Commun""","121","false","""D""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9871","1.0","1191","[""REL""]","25","""-1/999""","","[""James Hanson""]","""0/999""","100","[""BMC 101""]","25","""Bible/Culture/Commun""","121","false","""E""","3","""0/999""","""0/999""","""C""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9872","1.0","1191","[""REL""]","23","""-1/999""","","[""L. DeAne Lagerquist""]","""-2/999""","100","[""BMC 111"", ""BMC 111""]","25","""Bible/Culture/Commun""","121","false","""F""","3","""0/999""","""2/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9873","1.0","1191","[""REL""]","22","""-1/999""","","[""John Barbour""]","""-1/999""","100","[""BMC 111""]","25","""Bible/Culture/Commun""","121","false","""G""","3","""0/999""","""1/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9874","1.0","1191","[""REL""]","23","""-2/999""","","[""Susan Lindley""]","""0/999""","100","[""BMC 111"", ""BMC 111""]","25","""Bible/Culture/Commun""","121","false","""H""","3","""0/999""","""0/999""","""C""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9875","1.0","1191","[""REL""]","24","""0/999""","","[""Susan Lindley""]","""0/999""","100","[""BMC 111"", ""BMC 111""]","25","""Bible/Culture/Commun""","121","false","""I""","3","""0/999""","""0/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9876","1.0","1191","[""REL""]","24","""3/999""","","[""Elizabeth C. Galbraith""]","""0/999""","100","[""BMC 101"", ""BMC 101""]","25","""Bible/Culture/Commun""","121","false","""J""","3","""0/999""","""-1/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9877","1.0","1191","[""REL""]","20","""-1/999""","","[""Amy R. Gohdes-Luhman""]","""-1/999""","100","[""BMC 101"", ""BMC 101""]","25","""Bible/Culture/Commun""","121","false","""K""","3","""0/999""","""1/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9878","1.0","1191","[""REL""]","22","""0/999""","","[""David Booth""]","""0/999""","100","[""BMC 110""]","25","""Bible/Culture/Commun""","121","false","""L""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9879","1.0","1191","[""REL""]","24","""0/999""","","[""William Poehlmann""]","""0/999""","100","[""BMC 102"", ""BMC 102""]","25","""Bible/Culture/Commun""","121","false","""M""","3","""0/999""","""0/999""","""C""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9880","1.0","1191","[""REL""]","26","""1/999""","","[""Mary E. Anderson""]","""0/999""","100","[""BMC 110""]","25","""Bible/Culture/Commun""","121","false","""N""","3","""0/999""","""0/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9881","1.0","1191","[""REL""]","22","""0/999""","","[""Philip E. Stoltzfus""]","""-1/999""","100","[""BMC 102""]","25","""Bible/Culture/Commun""","121","false","""O""","3","""0/999""","""2/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9882","1.0","1191","[""REL""]","16","""-3/999""","","[""Philip E. Stoltzfus""]","""0/999""","100","[""BMC 102""]","25","""Bible/Culture/Commun""","121","false","""P""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9883","1.0","1192","[""REL""]","21","""0/999""","","[""Gregory A. Walter""]","""4/999""","200","[""BMC 101"", ""BMC 101""]","25","""Essentials Chr Theol""","201","false","""A""","3","""0/999""","""21/999""","""C""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9884","1.0","1192","[""REL""]","24","""0/999""","","[""Gregory A. Walter""]","""4/999""","200","[""BMC 102"", ""BMC 102""]","25","""Essentials Chr Theol""","201","false","""B""","3","""2/999""","""17/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9885","1.0","1193","[""REL""]","19","""0/999""","","[""Jason J. Ripley""]","""7/999""","200","[""BMC 110""]","25","""Classics and Moderns""","202","false","""A""","3","""2/999""","""16/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9886","1.0","1193","[""REL""]","25","""0/999""","","[""Jason J. Ripley""]","""10/999""","200","[""BMC 110""]","25","""Classics and Moderns""","202","false","""B""","3","""2/999""","""13/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9887","1.0","1194","[""REL""]","26","""0/999""","","[""Elaine G. Siemsen""]","""13/999""","200","[""BMC 110"", ""BMC 110""]","25","""The Greats""","203","false","""A""","3","""2/999""","""9/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9888","1.0","1194","[""REL""]","26","""0/999""","","[""Elaine G. Siemsen""]","""20/999""","200","[""BMC 110"", ""BMC 110""]","25","""The Greats""","203","false","""B""","3","""2/999""","""2/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9889","1.0","1197","[""REL""]","27","""0/999""","","[""Philip E. Stoltzfus""]","""6/999""","200","[""BMC 111""]","25","""Intro Feminist Theol""","209","false","","3","""3/999""","""15/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9890","1.0","1198","[""REL""]","21","""0/999""","","[""Mary E. Anderson""]","""6/999""","200","[""BMC 110""]","25","""Chr Theol in History""","212","false","","3","""2/999""","""17/999""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9891","1.0","1202","[""REL""]","25","""0/999""","","[""Jamie A. Schillinger""]","""10/999""","200","[""BMC 111""]","25","""Christ/Islamic Ethics""","217","false","","3","""12/999""","""0/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9892","1.0","1207","[""REL""]","31","""0/999""","","[""William Poehlmann""]","""9/999""","200","[""BMC 102""]","25","""St.Paul/Letter/Gospel""","223","false","","3","""3/999""","""5/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9893","1.0","1211","[""REL""]","26","""5/999""","","[""Jason J. Ripley""]","""1/999""","200","[""BMC 110"", ""BMC 110""]","25","""Jews & Christians/Aft""","227","false","","3","""0/999""","""16/999""","""C""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9894","1.0","1213","[""REL""]","22","""0/999""","","[""Gary Stansell""]","""11/999""","200","[""BMC 101""]","25","""Theology of Creation""","230","false","","3","""9/999""","""4/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9895","0.25","16219","[""REL""]","3","""0/999""","","[""Gary Stansell""]","""0/999""","200","","10","""FLC - German""","230","false","""L""","3","""3/999""","""0/999""","""C""","20043","","","""FLAC""","2004"
"9896","1.0","1217","[""REL""]","25","""0/999""","","[""Jamie A. Schillinger""]","""6/999""","200","[""BMC 102""]","25","""Islam-Rel & Community""","246","false","","3","""7/999""","""8/999""","""C""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9897","1.0","1221","[""REL""]","29","""0/999""","","[""Barbara Reed""]","""6/999""","200","[""BMC 101"", ""BMC 101""]","25","""Religions China/Japan""","256","false","","3","""9/999""","""7/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9898","1.0","1228","[""REL""]","26","""1/999""","","[""Margaret Odell""]","""6/999""","200","[""BMC 102"", ""BMC 102""]","25","""Hebrew Prophets""","271","false","","3","""6/999""","""9/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9899","1.0","1232","[""REL""]","30","""0/999""","","[""James Hanson""]","""0/999""","200","[""BMC 101""]","25","""The Ethics of Jesus""","276","false","","3","""12/999""","""1/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9900","1.0","1233","[""REL""]","19","""0/999""","","[""John Barbour""]","""11/999""","200","[""BMC 111""]","25","""Religion & Literature""","280","false","","3","""7/999""","""1/999""","""C""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9901","1.0","1236","[""REL""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9902","1.0","1239","[""REL""]","3","""0/999""","","[""James Hanson""]","""0/999""","200","","999","""IS/Noncanonical Jesus""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9903","1.0","1242","[""REL""]","17","""0/999""","","[""Elizabeth C. Galbraith""]","""3/999""","300","[""BMC 110"", ""BMC 110""]","15","""Hist Chr Thought II""","303","false","","3","""1/999""","""4/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9904","1.0","1244","[""REL""]","8","""1/999""","","[""William Poehlmann""]","""2/999""","300","[""BMC 109"", ""BMC 109""]","15","""Top: Intrp Sacred Txt""","320","false","","3","""2/999""","""0/999""","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Topic""","2004"
"9905","1.0","1246","[""REL""]","25","""0/999""","","[""David Booth""]","""0/999""","300","[""BMC 110""]","15","""Feminist/Chr Ethic""","344","false","","3","""9/999""","""0/999""","""C""","20043","[""M 0700-1000PM""]","","""Research""","2004"
"9906","1.0","1253","[""REL""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9907","1.0","1257","[""REL""]","1","""0/999""","","[""James Hanson""]","""0/999""","300","","999","""IR/Jesus and Judaism""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9908","1.0","1257","[""REL""]","1","""0/999""","","[""John Barbour""]","""0/999""","300","","999","""IR/Body in Conversion""","398","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9909","1.0","1257","[""REL""]","1","""0/999""","","[""Eric Lund""]","""0/999""","300","","999","""IR/Percept of ISrael""","398","false","""B""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9910","1.0","1258","[""REL""]","7","""0/999""","","[""Barbara Reed""]","""1/999""","300","[""BMC 109"", ""BMC 109""]","15","""Th Sem: Rel, Globalism""","399","false","""A""","3","""1/999""","""0/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9911","1.0","1258","[""REL""]","5","""0/999""","","[""Susan Lindley""]","""3/999""","300","[""BMC 109""]","15","""Th Sem: Devmts/Am Rel""","399","false","""B""","3","""1/999""","""0/999""","""O""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9912","1.0","1261","[""RUSSN""]","10","""6/999""","","[""Marc Robinson""]","""0/999""","100","[""OM 011"", ""OM 003""]","10","""Beginning Russian II""","112","false","""A""","3","""1/999""","""3/999""","""C""","20043","[""MWF 1150-1245PM"", ""T 1150-1245PM""]","","""Research""","2004"
"9913","1.0","1261","[""RUSSN""]","5","""4/999""","","[""Marc Robinson""]","""0/999""","100","[""OM 011"", ""OM 003""]","10","""Beginning Russian II""","112","false","""B""","3","""0/999""","""0/999""","""O""","20043","[""MWF 0200-0255PM"", ""T 1150-1245PM""]","","""Research""","2004"
"9914","1.0","1261","[""RUSSN""]","5","""3/999""","","[""Marc Robinson""]","""0/999""","100","[""OM 011"", ""OM 003""]","10","""Beginning Russian II""","112","false","""C""","3","""0/999""","""0/999""","""O""","20043","[""MWF 1150-1245PM"", ""T 0200-0255PM""]","","""Research""","2004"
"9915","1.0","1261","[""RUSSN""]","6","""6/999""","","[""Marc Robinson""]","""0/999""","100","[""OM 011"", ""OM 003""]","10","""Beginning Russian II""","112","false","""D""","3","""0/999""","""0/999""","""O""","20043","[""MWF 0200-0255PM"", ""T 0200-0255PM""]","","""Research""","2004"
"9916","1.0","1266","[""RUSSN""]","13","""0/999""","","[""Irina Walter""]","""4/999""","200","[""OM 004"", ""OM 030""]","15","""Intermed Russian II""","232","false","","3","""0/999""","""9/999""","""O""","20043","[""MWF 1150-1245PM"", ""T 1150-1245PM""]","","""Research""","2004"
"9917","1.0","1270","[""RUSSN""]","9","""0/999""","","[""Irina Walter""]","""8/999""","200","[""OM 004""]","15","""Russ Culture & Civ""","254","false","","3","""2/999""","""0/999""","""O""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9918","1.0","1272","[""RUSSN""]","20","""0/999""","","[""Marc Robinson""]","""4/999""","200","[""OM 011""]","20","""Intro Russ Lit I-Tr""","261","false","","3","""2/999""","""4/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
